row,year_film,year_ceremony,ceremony,category,name,film,winner
8136,2001,2002,74,ACTRESS IN A SUPPORTING ROLE,Kate Winslet,Iris,FALSE
8137,2001,2002,74,ANIMATED FEATURE FILM,"Steve Oedekerk, John A. Davis",Jimmy Neutron: Boy Genius,FALSE
8138,2001,2002,74,ANIMATED FEATURE FILM,"Pete Docter, John Lasseter","Monsters, Inc.",FALSE
8139,2001,2002,74,ANIMATED FEATURE FILM,Aron Warner,Shrek,TRUE
8140,2001,2002,74,ART DIRECTION,Art Direction:  Aline Bonetto; Set Decoration:  Marie-Laure Valla,Amélie,FALSE
8141,2001,2002,74,ART DIRECTION,Art Direction:  Stephen Altman; Set Decoration:  Anna Pinnock,Gosford Park,FALSE
8142,2001,2002,74,ART DIRECTION,Art Direction:  Stuart Craig; Set Decoration:  Stephenie McMillan,Harry Potter and the Sorcerer's Stone,FALSE
8143,2001,2002,74,ART DIRECTION,Art Direction:  Grant Major; Set Decoration:  Dan Hennah,The Lord of the Rings: The Fellowship of the Ring,FALSE
8144,2001,2002,74,ART DIRECTION,Art Direction:  Catherine Martin; Set Decoration:  Brigitte Broch,Moulin Rouge,TRUE
8145,2001,2002,74,CINEMATOGRAPHY,Bruno Delbonnel,Amélie,FALSE
8146,2001,2002,74,CINEMATOGRAPHY,Slawomir Idziak,Black Hawk Down,FALSE
8147,2001,2002,74,CINEMATOGRAPHY,Andrew Lesnie,The Lord of the Rings: The Fellowship of the Ring,TRUE
8148,2001,2002,74,CINEMATOGRAPHY,Roger Deakins,The Man Who Wasn't There,FALSE
8149,2001,2002,74,CINEMATOGRAPHY,Donald M. McAlpine,Moulin Rouge,FALSE
8150,2001,2002,74,COSTUME DESIGN,Milena Canonero,The Affair of the Necklace,FALSE
8151,2001,2002,74,COSTUME DESIGN,Jenny Beavan,Gosford Park,FALSE
8152,2001,2002,74,COSTUME DESIGN,Judianna Makovsky,Harry Potter and the Sorcerer's Stone,FALSE
8153,2001,2002,74,COSTUME DESIGN,"Ngila Dickson, Richard Taylor",The Lord of the Rings: The Fellowship of the Ring,FALSE
8154,2001,2002,74,COSTUME DESIGN,"Catherine Martin, Angus Strathie",Moulin Rouge,TRUE
8155,2001,2002,74,DIRECTING,Ron Howard,A Beautiful Mind,TRUE
8156,2001,2002,74,DIRECTING,Ridley Scott,Black Hawk Down,FALSE
8157,2001,2002,74,DIRECTING,Robert Altman,Gosford Park,FALSE
8158,2001,2002,74,DIRECTING,Peter Jackson,The Lord of the Rings: The Fellowship of the Ring,FALSE
8159,2001,2002,74,DIRECTING,David Lynch,Mulholland Drive,FALSE
8160,2001,2002,74,DOCUMENTARY (Feature),Edet Belzberg,Children Underground,FALSE
8161,2001,2002,74,DOCUMENTARY (Feature),"Susan Froemke, Deborah Dickson",LaLee's Kin: The Legacy of Cotton,FALSE
8162,2001,2002,74,DOCUMENTARY (Feature),"Jean-Xavier de Lestrade, Denis Poncet",Murder on a Sunday Morning,TRUE
8163,2001,2002,74,DOCUMENTARY (Feature),"Justine Shapiro, B.Z. Goldberg",Promises,FALSE
8164,2001,2002,74,DOCUMENTARY (Feature),Christian Frei,War Photographer,FALSE
8165,2001,2002,74,DOCUMENTARY (Short Subject),Lianne Klapper McNally,Artists and Orphans: A True Drama,FALSE
8166,2001,2002,74,DOCUMENTARY (Short Subject),"Freida Lee Mock, Jessica Sanders",Sing!,FALSE
8167,2001,2002,74,DOCUMENTARY (Short Subject),"Sarah Kernochan, Lynn Appelle",Thoth,TRUE
8168,2001,2002,74,FILM EDITING,"Mike Hill, Dan Hanley",A Beautiful Mind,FALSE
8169,2001,2002,74,FILM EDITING,Pietro Scalia,Black Hawk Down,TRUE
8170,2001,2002,74,FILM EDITING,John Gilbert,The Lord of the Rings: The Fellowship of the Ring,FALSE
8171,2001,2002,74,FILM EDITING,Dody Dorn,Memento,FALSE
8172,2001,2002,74,FILM EDITING,Jill Bilcock,Moulin Rouge,FALSE
8173,2001,2002,74,FOREIGN LANGUAGE FILM,France,Amélie,FALSE
8174,2001,2002,74,FOREIGN LANGUAGE FILM,Norway,Elling,FALSE
8175,2001,2002,74,FOREIGN LANGUAGE FILM,India,Lagaan,FALSE
8176,2001,2002,74,FOREIGN LANGUAGE FILM,Bosnia & Herzegovina,No Man's Land,TRUE
8177,2001,2002,74,FOREIGN LANGUAGE FILM,Argentina,Son of the Bride,FALSE
8178,2001,2002,74,MAKEUP,"Greg Cannom, Colleen Callaghan",A Beautiful Mind,FALSE
8179,2001,2002,74,MAKEUP,"Peter Owen, Richard Taylor",The Lord of the Rings: The Fellowship of the Ring,TRUE
8180,2001,2002,74,MAKEUP,"Maurizio Silvi, Aldo Signoretti",Moulin Rouge,FALSE
8181,2001,2002,74,MUSIC (Original Score),John Williams,A.I. Artificial Intelligence,FALSE
8182,2001,2002,74,MUSIC (Original Score),James Horner,A Beautiful Mind,FALSE
8183,2001,2002,74,MUSIC (Original Score),John Williams,Harry Potter and the Sorcerer's Stone,FALSE
8184,2001,2002,74,MUSIC (Original Score),Howard Shore,The Lord of the Rings: The Fellowship of the Ring,TRUE
8185,2001,2002,74,MUSIC (Original Score),Randy Newman,"Monsters, Inc.",FALSE
8186,2001,2002,74,MUSIC (Original Song),Music and Lyric by Randy Newman,"Monsters, Inc.",TRUE
8187,2001,2002,74,MUSIC (Original Song),"Music and Lyric by Enya, Nicky Ryan and Roma Ryan",The Lord of the Rings: The Fellowship of the Ring,FALSE
8188,2001,2002,74,MUSIC (Original Song),Music and Lyric by Diane Warren,Pearl Harbor,FALSE
8189,2001,2002,74,MUSIC (Original Song),Music and Lyric by Sting,Kate & Leopold,FALSE
8190,2001,2002,74,MUSIC (Original Song),Music and Lyric by Paul McCartney,Vanilla Sky,FALSE
8191,2001,2002,74,BEST PICTURE,"Brian Grazer and Ron Howard, Producers",A Beautiful Mind,TRUE
8192,2001,2002,74,BEST PICTURE,"Robert Altman, Bob Balaban and David Levy, Producers",Gosford Park,FALSE
8193,2001,2002,74,BEST PICTURE,"Graham Leader, Ross Katz and Todd Field, Producers",In the Bedroom,FALSE
8194,2001,2002,74,BEST PICTURE,"Peter Jackson, Fran Walsh and Barrie M. Osborne, Producers",The Lord of the Rings: The Fellowship of the Ring,FALSE
8195,2001,2002,74,BEST PICTURE,"Martin Brown, Baz Luhrmann and Fred Baron, Producers",Moulin Rouge,FALSE
8196,2001,2002,74,SHORT FILM (Animated),"Ruairi Robinson, Seamus Byrne",Fifty Percent Grey,FALSE
8197,2001,2002,74,SHORT FILM (Animated),Ralph Eggleston,For the Birds,TRUE
8198,2001,2002,74,SHORT FILM (Animated),"Cathal Gaffney, Darragh O'Connell",Give Up Yer Aul Sins,FALSE
8199,2001,2002,74,SHORT FILM (Animated),Cordell Barker,Strange Invaders,FALSE
8200,2001,2002,74,SHORT FILM (Animated),Joseph E. Merideth,Stubble Trouble,FALSE
8201,2001,2002,74,SHORT FILM (Live Action),"Ray McKinnon, Lisa Blount",the accountant,TRUE
8202,2001,2002,74,SHORT FILM (Live Action),Virgil Widrich,Copy Shop,FALSE
8203,2001,2002,74,SHORT FILM (Live Action),Johannes Kiefer,Gregor's Greatest Invention,FALSE
8204,2001,2002,74,SHORT FILM (Live Action),"Slawomir Fabicki, Bogumil Godfrejow",A Man Thing (Meska Sprawa),FALSE
8205,2001,2002,74,SHORT FILM (Live Action),"Kalman Apple, Shameela Bakhsh",Speed for Thespians,FALSE
8206,2001,2002,74,SOUND,"Vincent Arnardi, Guillaume Leriche, Jean Umansky",Amélie,FALSE
8207,2001,2002,74,SOUND,"Michael Minkler, Myron Nettinga, Chris Munro",Black Hawk Down,TRUE
8208,2001,2002,74,SOUND,"Christopher Boyes, Michael Semanick, Gethin Creagh, Hammond Peek",The Lord of the Rings: The Fellowship of the Ring,FALSE
8209,2001,2002,74,SOUND,"Andy Nelson, Anna Behlmer, Roger Savage, Guntis Sics",Moulin Rouge,FALSE
8210,2001,2002,74,SOUND,"Kevin O'Connell, Greg P. Russell, Peter J. Devlin",Pearl Harbor,FALSE
8211,2001,2002,74,SOUND EDITING,"Gary Rydstrom, Michael Silvers","Monsters, Inc.",FALSE
8212,2001,2002,74,SOUND EDITING,"George Watters II, Christopher Boyes",Pearl Harbor,TRUE
8213,2001,2002,74,VISUAL EFFECTS,"Dennis Muren, Scott Farrar, Stan Winston, Michael Lantieri",A.I. Artificial Intelligence,FALSE
8214,2001,2002,74,VISUAL EFFECTS,"Jim Rygiel, Randall William Cook, Richard Taylor, Mark Stetson",The Lord of the Rings: The Fellowship of the Ring,TRUE
8215,2001,2002,74,VISUAL EFFECTS,"Eric Brevig, John Frazier, Ed Hirsh, Ben Snow",Pearl Harbor,FALSE
8216,2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Akiva Goldsman,A Beautiful Mind,TRUE
8217,2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Daniel Clowes & Terry Zwigoff,Ghost World,FALSE
8218,2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),Screenplay by Rob Festinger and Todd Field,In the Bedroom,FALSE
8219,2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),"Screenplay by Fran Walsh, Philippa Boyens, Peter Jackson",The Lord of the Rings: The Fellowship of the Ring,FALSE
8220,2001,2002,74,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Ted Elliott & Terry Rossio and Joe Stillman and Roger S.H. Schulman,Shrek,FALSE
8221,2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Screenplay by Guillaume Laurant and Jean-Pierre Jeunet; Dialogue by Guillaume Laurant,Amélie,FALSE
8222,2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Written by Julian Fellowes,Gosford Park,TRUE
8223,2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Screenplay by Christopher Nolan; Story by Jonathan Nolan,Memento,FALSE
8224,2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Written by Milo Addica & Will Rokos,Monster's Ball,FALSE
8225,2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Written by Wes Anderson & Owen Wilson,The Royal Tenenbaums,FALSE
8226,2001,2002,74,JEAN HERSHOLT HUMANITARIAN AWARD,Arthur Hiller,,TRUE
8227,2001,2002,74,HONORARY AWARD, Sidney Poitier in recognition of his remarkable accomplishments as an artist and as a human being.,,TRUE
8228,2001,2002,74,HONORARY AWARD, Robert Redford:  Actor,,TRUE
8229,2002,2003,75,ACTOR IN A LEADING ROLE,Adrien Brody,The Pianist,TRUE
8230,2002,2003,75,ACTOR IN A LEADING ROLE,Nicolas Cage,Adaptation,FALSE
8231,2002,2003,75,ACTOR IN A LEADING ROLE,Michael Caine,The Quiet American,FALSE
8232,2002,2003,75,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,Gangs of New York,FALSE
8233,2002,2003,75,ACTOR IN A LEADING ROLE,Jack Nicholson,About Schmidt,FALSE
8234,2002,2003,75,ACTOR IN A SUPPORTING ROLE,Chris Cooper,Adaptation,TRUE
8235,2002,2003,75,ACTOR IN A SUPPORTING ROLE,Ed Harris,The Hours,FALSE
8236,2002,2003,75,ACTOR IN A SUPPORTING ROLE,Paul Newman,Road to Perdition,FALSE
8237,2002,2003,75,ACTOR IN A SUPPORTING ROLE,John C. Reilly,Chicago,FALSE
8238,2002,2003,75,ACTOR IN A SUPPORTING ROLE,Christopher Walken,Catch Me If You Can,FALSE
8239,2002,2003,75,ACTRESS IN A LEADING ROLE,Salma Hayek,Frida,FALSE
8240,2002,2003,75,ACTRESS IN A LEADING ROLE,Nicole Kidman,The Hours,TRUE
8241,2002,2003,75,ACTRESS IN A LEADING ROLE,Diane Lane,Unfaithful,FALSE
8242,2002,2003,75,ACTRESS IN A LEADING ROLE,Julianne Moore,Far from Heaven,FALSE
8243,2002,2003,75,ACTRESS IN A LEADING ROLE,Renée Zellweger,Chicago,FALSE
8244,2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,About Schmidt,FALSE
8245,2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Julianne Moore,The Hours,FALSE
8246,2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Queen Latifah,Chicago,FALSE
8247,2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Adaptation,FALSE
8248,2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Catherine Zeta-Jones,Chicago,TRUE
8249,2002,2003,75,ANIMATED FEATURE FILM,Chris Wedge,Ice Age,FALSE
8250,2002,2003,75,ANIMATED FEATURE FILM,Chris Sanders,Lilo & Stitch,FALSE
8251,2002,2003,75,ANIMATED FEATURE FILM,Jeffrey Katzenberg,Spirit: Stallion of the Cimarron,FALSE
8252,2002,2003,75,ANIMATED FEATURE FILM,Hayao Miyazaki,Spirited Away,TRUE
8253,2002,2003,75,ANIMATED FEATURE FILM,Ron Clements,Treasure Planet,FALSE
8254,2002,2003,75,ART DIRECTION,Art Direction:  John Myhre; Set Decoration:  Gordon Sim,Chicago,TRUE
8255,2002,2003,75,ART DIRECTION,Art Direction:  Felipe Fernandez del Paso; Set Decoration:  Hania Robledo,Frida,FALSE
8256,2002,2003,75,ART DIRECTION,Art Direction:  Dante Ferretti; Set Decoration:  Francesca Lo Schiavo,Gangs of New York,FALSE
8257,2002,2003,75,ART DIRECTION,Art Direction:  Grant Major; Set Decoration:  Dan Hennah and Alan Lee,The Lord of the Rings: The Two Towers,FALSE
8258,2002,2003,75,ART DIRECTION,Art Direction:  Dennis Gassner; Set Decoration:  Nancy Haigh,Road to Perdition,FALSE
8259,2002,2003,75,CINEMATOGRAPHY,Dion Beebe,Chicago,FALSE
8260,2002,2003,75,CINEMATOGRAPHY,Edward Lachman,Far from Heaven,FALSE
8261,2002,2003,75,CINEMATOGRAPHY,Michael Ballhaus,Gangs of New York,FALSE
8262,2002,2003,75,CINEMATOGRAPHY,Pawel Edelman,The Pianist,FALSE
8263,2002,2003,75,CINEMATOGRAPHY,Conrad L. Hall,Road to Perdition,TRUE
8264,2002,2003,75,COSTUME DESIGN,Colleen Atwood,Chicago,TRUE
8265,2002,2003,75,COSTUME DESIGN,Julie Weiss,Frida,FALSE
8266,2002,2003,75,COSTUME DESIGN,Sandy Powell,Gangs of New York,FALSE
8267,2002,2003,75,COSTUME DESIGN,Ann Roth,The Hours,FALSE
8268,2002,2003,75,COSTUME DESIGN,Anna Sheppard,The Pianist,FALSE
8269,2002,2003,75,DIRECTING,Rob Marshall,Chicago,FALSE
8270,2002,2003,75,DIRECTING,Martin Scorsese,Gangs of New York,FALSE
8271,2002,2003,75,DIRECTING,Stephen Daldry,The Hours,FALSE
8272,2002,2003,75,DIRECTING,Roman Polanski,The Pianist,TRUE
8273,2002,2003,75,DIRECTING,Pedro Almodóvar,Talk to Her,FALSE
8274,2002,2003,75,DOCUMENTARY (Feature),"Michael Moore, Michael Donovan",Bowling for Columbine,TRUE
8275,2002,2003,75,DOCUMENTARY (Feature),"Gail Dolgin, Vicente Franco",Daughter from Danang,FALSE
8276,2002,2003,75,DOCUMENTARY (Feature),"Malcolm Clarke, Stuart Sender",Prisoner of Paradise,FALSE
8277,2002,2003,75,DOCUMENTARY (Feature),"Jeffrey Blitz, Sean Welch",Spellbound,FALSE
8278,2002,2003,75,DOCUMENTARY (Feature),Jacques Perrin,Winged Migration,FALSE
8279,2002,2003,75,DOCUMENTARY (Short Subject),Alice Elliott,The Collector of Bedford Street,FALSE
8280,2002,2003,75,DOCUMENTARY (Short Subject),"Robert Hudson, Bobby Houston",Mighty Times: The Legacy of Rosa Parks,FALSE
8281,2002,2003,75,DOCUMENTARY (Short Subject),"Bill Guttentag, Robert David Port",Twin Towers,TRUE
8282,2002,2003,75,DOCUMENTARY (Short Subject),"Roger Weisberg, Murray Nossel",Why Can't We Be a Family Again?,FALSE
8283,2002,2003,75,FILM EDITING,Martin Walsh,Chicago,TRUE
8284,2002,2003,75,FILM EDITING,Thelma Schoonmaker,Gangs of New York,FALSE
8285,2002,2003,75,FILM EDITING,Peter Boyle,The Hours,FALSE
8286,2002,2003,75,FILM EDITING,Michael Horton,The Lord of the Rings: The Two Towers,FALSE
8287,2002,2003,75,FILM EDITING,Hervé de Luze,The Pianist,FALSE
8288,2002,2003,75,FOREIGN LANGUAGE FILM,Mexico,El Crimen del Padre Amaro,FALSE
8289,2002,2003,75,FOREIGN LANGUAGE FILM,People's Republic of China,Hero,FALSE
8290,2002,2003,75,FOREIGN LANGUAGE FILM,Finland,The Man without a Past,FALSE
8291,2002,2003,75,FOREIGN LANGUAGE FILM,Germany,Nowhere in Africa,TRUE
8292,2002,2003,75,FOREIGN LANGUAGE FILM,The Netherlands,Zus & Zo,FALSE
8293,2002,2003,75,MAKEUP,"John Jackson, Beatrice De Alba",Frida,TRUE
8294,2002,2003,75,MAKEUP,"John M. Elliott, Jr., Barbara Lorenz",The Time Machine,FALSE
8295,2002,2003,75,MUSIC (Original Score),John Williams,Catch Me If You Can,FALSE
8296,2002,2003,75,MUSIC (Original Score),Elmer Bernstein,Far from Heaven,FALSE
8297,2002,2003,75,MUSIC (Original Score),Elliot Goldenthal,Frida,TRUE
8298,2002,2003,75,MUSIC (Original Score),Philip Glass,The Hours,FALSE
8299,2002,2003,75,MUSIC (Original Score),Thomas Newman,Road to Perdition,FALSE
8300,2002,2003,75,MUSIC (Original Song),Music by Elliot Goldenthal; Lyric by Julie Taymor,Frida,FALSE
8301,2002,2003,75,MUSIC (Original Song),Music and Lyric by Paul Simon,The Wild Thornberrys Movie,FALSE
8302,2002,2003,75,MUSIC (Original Song),"Music and Lyric by Bono, The Edge, Adam Clayton and Larry Mullen",Gangs of New York,FALSE
8303,2002,2003,75,MUSIC (Original Song),Music by John Kander; Lyric by Fred Ebb,Chicago,FALSE
8304,2002,2003,75,MUSIC (Original Song),"Music by Eminem, Jeff Bass and Luis Resto; Lyric by Eminem",8 Mile,TRUE
8305,2002,2003,75,BEST PICTURE,"Martin Richards, Producer",Chicago,TRUE
8306,2002,2003,75,BEST PICTURE,"Alberto Grimaldi and Harvey Weinstein, Producers",Gangs of New York,FALSE
8307,2002,2003,75,BEST PICTURE,"Scott Rudin and Robert Fox, Producers",The Hours,FALSE
8308,2002,2003,75,BEST PICTURE,"Barrie M. Osborne, Fran Walsh and Peter Jackson, Producers",The Lord of the Rings: The Two Towers,FALSE
8309,2002,2003,75,BEST PICTURE,"Roman Polanski, Robert Benmussa and Alain Sarde, Producers",The Pianist,FALSE
8310,2002,2003,75,SHORT FILM (Animated),Tomek Baginski,The Cathedral,FALSE
8311,2002,2003,75,SHORT FILM (Animated),Eric Armstrong,The ChubbChubbs!,TRUE
8312,2002,2003,75,SHORT FILM (Animated),"Chris Stenner, Heidi Wittlinger",Das Rad,FALSE
8313,2002,2003,75,SHORT FILM (Animated),"Pete Docter, Roger Gould",Mike's New Car,FALSE
8314,2002,2003,75,SHORT FILM (Animated),Koji Yamamura,Mt. Head,FALSE
8315,2002,2003,75,SHORT FILM (Live Action),"Dirk Beliën, Anja Daelemans",Fait D'Hiver,FALSE
8316,2002,2003,75,SHORT FILM (Live Action),"Philippe Orreindy, Thomas Gaudin",I'll Wait for the Next One... (J'Attendrai Le Suivant...),FALSE
8317,2002,2003,75,SHORT FILM (Live Action),"Steven Pasvolsky, Joe Weatherstone",Inja (Dog),FALSE
8318,2002,2003,75,SHORT FILM (Live Action),"Lexi Alexander, Alexander Buono",Johnny Flynton,FALSE
8319,2002,2003,75,SHORT FILM (Live Action),"Martin Strange-Hansen, Mie Andreasen",This Charming Man (Der Er En Yndig Mand),TRUE
8320,2002,2003,75,SOUND,"Michael Minkler, Dominick Tavella, David Lee",Chicago,TRUE
8321,2002,2003,75,SOUND,"Tom Fleischman, Eugene Gearty, Ivan Sharrock",Gangs of New York,FALSE
8322,2002,2003,75,SOUND,"Christopher Boyes, Michael Semanick, Michael Hedges, Hammond Peek",The Lord of the Rings: The Two Towers,FALSE
8323,2002,2003,75,SOUND,"Scott Millan, Bob Beemer, John Patrick Pritchett",Road to Perdition,FALSE
8324,2002,2003,75,SOUND,"Kevin O'Connell, Greg P. Russell, Ed Novick",Spider-Man,FALSE
8325,2002,2003,75,SOUND EDITING,"Ethan Van der Ryn, Michael Hopkins",The Lord of the Rings: The Two Towers,TRUE
8326,2002,2003,75,SOUND EDITING,"Richard Hymns, Gary Rydstrom",Minority Report,FALSE
8327,2002,2003,75,SOUND EDITING,Scott A. Hecker,Road to Perdition,FALSE
8328,2002,2003,75,VISUAL EFFECTS,"Jim Rygiel, Joe Letteri, Randall William Cook, Alex Funke",The Lord of the Rings: The Two Towers,TRUE
8329,2002,2003,75,VISUAL EFFECTS,"John Dykstra, Scott Stokdyk, Anthony LaMolinara, John Frazier",Spider-Man,FALSE
8330,2002,2003,75,VISUAL EFFECTS,"Rob Coleman, Pablo Helman, John Knoll, Ben Snow",Star Wars Episode II Attack of the Clones,FALSE
8331,2002,2003,75,WRITING (Adapted Screenplay),Screenplay by Peter Hedges and Chris Weitz & Paul Weitz,About a Boy,FALSE
8332,2002,2003,75,WRITING (Adapted Screenplay),Screenplay by Charlie Kaufman and Donald Kaufman,Adaptation,FALSE
8333,2002,2003,75,WRITING (Adapted Screenplay),Screenplay by Bill Condon,Chicago,FALSE
8334,2002,2003,75,WRITING (Adapted Screenplay),Screenplay by David Hare,The Hours,FALSE
8335,2002,2003,75,WRITING (Adapted Screenplay),Screenplay by Ronald Harwood,The Pianist,TRUE
8336,2002,2003,75,WRITING (Original Screenplay),Written by Todd Haynes,Far from Heaven,FALSE
8337,2002,2003,75,WRITING (Original Screenplay),Screenplay by Jay Cocks and Steve Zaillian and Kenneth Lonergan; Story by Jay Cocks,Gangs of New York,FALSE
8338,2002,2003,75,WRITING (Original Screenplay),Written by Nia Vardalos,My Big Fat Greek Wedding,FALSE
8339,2002,2003,75,WRITING (Original Screenplay),Written by Pedro Almodóvar,Talk to Her,TRUE
8340,2002,2003,75,WRITING (Original Screenplay),Written by Carlos Cuarón and Alfonso Cuarón,Y Tu Mamá También,FALSE
8341,2002,2003,75,HONORARY AWARD, Peter O'ole,,TRUE
8342,2003,2004,76,ACTOR IN A LEADING ROLE,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,FALSE
8343,2003,2004,76,ACTOR IN A LEADING ROLE,Ben Kingsley,House of Sand and Fog,FALSE
8344,2003,2004,76,ACTOR IN A LEADING ROLE,Jude Law,Cold Mountain,FALSE
8345,2003,2004,76,ACTOR IN A LEADING ROLE,Bill Murray,Lost in Translation,FALSE
8346,2003,2004,76,ACTOR IN A LEADING ROLE,Sean Penn,Mystic River,TRUE
8347,2003,2004,76,ACTOR IN A SUPPORTING ROLE,Alec Baldwin,The Cooler,FALSE
8348,2003,2004,76,ACTOR IN A SUPPORTING ROLE,Benicio Del Toro,21 Grams,FALSE
8349,2003,2004,76,ACTOR IN A SUPPORTING ROLE,Djimon Hounsou,In America,FALSE
8350,2003,2004,76,ACTOR IN A SUPPORTING ROLE,Tim Robbins,Mystic River,TRUE
8351,2003,2004,76,ACTOR IN A SUPPORTING ROLE,Ken Watanabe,The Last Samurai,FALSE
8352,2003,2004,76,ACTRESS IN A LEADING ROLE,Keisha Castle-Hughes,Whale Rider,FALSE
8353,2003,2004,76,ACTRESS IN A LEADING ROLE,Diane Keaton,Something's Gotta Give,FALSE
8354,2003,2004,76,ACTRESS IN A LEADING ROLE,Samantha Morton,In America,FALSE
8355,2003,2004,76,ACTRESS IN A LEADING ROLE,Charlize Theron,Monster,TRUE
8356,2003,2004,76,ACTRESS IN A LEADING ROLE,Naomi Watts,21 Grams,FALSE
8357,2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Shohreh Aghdashloo,House of Sand and Fog,FALSE
8358,2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Patricia Clarkson,Pieces of April,FALSE
8359,2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Marcia Gay Harden,Mystic River,FALSE
8360,2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Holly Hunter,Thirteen,FALSE
8361,2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Renée Zellweger,Cold Mountain,TRUE
8362,2003,2004,76,ANIMATED FEATURE FILM,Aaron Blaise and Robert Walker,Brother Bear,FALSE
8363,2003,2004,76,ANIMATED FEATURE FILM,Andrew Stanton,Finding Nemo,TRUE
8364,2003,2004,76,ANIMATED FEATURE FILM,Sylvain Chomet,The Triplets of Belleville,FALSE
8365,2003,2004,76,ART DIRECTION,Art Direction: Ben Van Os; Set Decoration: Cecile Heideman,Girl with a Pearl Earring,FALSE
8366,2003,2004,76,ART DIRECTION,Art Direction: Lilly Kilvert; Set Decoration: Gretchen Rau,The Last Samurai,FALSE
8367,2003,2004,76,ART DIRECTION,Art Direction: Grant Major; Set Decoration: Dan Hennah and Alan Lee,The Lord of the Rings: The Return of the King,TRUE
8368,2003,2004,76,ART DIRECTION,Art Direction: William Sandell; Set Decoration: Robert Gould,Master and Commander: The Far Side of the World,FALSE
8369,2003,2004,76,ART DIRECTION,Art Direction: Jeannine Oppewall; Set Decoration: Leslie Pope,Seabiscuit,FALSE
8370,2003,2004,76,CINEMATOGRAPHY,Cesar Charlone,City of God,FALSE
8371,2003,2004,76,CINEMATOGRAPHY,John Seale,Cold Mountain,FALSE
8372,2003,2004,76,CINEMATOGRAPHY,Eduardo Serra,Girl with a Pearl Earring,FALSE
8373,2003,2004,76,CINEMATOGRAPHY,Russell Boyd,Master and Commander: The Far Side of the World,TRUE
8374,2003,2004,76,CINEMATOGRAPHY,John Schwartzman,Seabiscuit,FALSE
8375,2003,2004,76,COSTUME DESIGN,Dien van Straalen,Girl with a Pearl Earring,FALSE
8376,2003,2004,76,COSTUME DESIGN,Ngila Dickson,The Last Samurai,FALSE
8377,2003,2004,76,COSTUME DESIGN,Ngila Dickson and Richard Taylor,The Lord of the Rings: The Return of the King,TRUE
8378,2003,2004,76,COSTUME DESIGN,Wendy Stites,Master and Commander: The Far Side of the World,FALSE
8379,2003,2004,76,COSTUME DESIGN,Judianna Makovsky,Seabiscuit,FALSE
8380,2003,2004,76,DIRECTING,Fernando Meirelles,City of God,FALSE
8381,2003,2004,76,DIRECTING,Peter Jackson,The Lord of the Rings: The Return of the King,TRUE
8382,2003,2004,76,DIRECTING,Sofia Coppola,Lost in Translation,FALSE
8383,2003,2004,76,DIRECTING,Peter Weir,Master and Commander: The Far Side of the World,FALSE
8384,2003,2004,76,DIRECTING,Clint Eastwood,Mystic River,FALSE
8385,2003,2004,76,DOCUMENTARY (Feature),Carlos Bosch and Josep Maria Domenech,Balseros,FALSE
8386,2003,2004,76,DOCUMENTARY (Feature),Andrew Jarecki and Marc Smerling,Capturing the Friedmans,FALSE
8387,2003,2004,76,DOCUMENTARY (Feature),Errol Morris and Michael Williams,The Fog of War,TRUE
8388,2003,2004,76,DOCUMENTARY (Feature),Nathaniel Kahn and Susan R. Behr,My Architect,FALSE
8389,2003,2004,76,DOCUMENTARY (Feature),Sam Green and Bill Siegel,The Weather Underground,FALSE
8390,2003,2004,76,DOCUMENTARY (Short Subject),Sandy McLeod and Gini Reticker,Asylum,FALSE
8391,2003,2004,76,DOCUMENTARY (Short Subject),Maryann DeLeo,Chernobyl Heart,TRUE
8392,2003,2004,76,DOCUMENTARY (Short Subject),Katja Esson,Ferry Tales,FALSE
8393,2003,2004,76,FILM EDITING,Daniel Rezende,City of God,FALSE
8394,2003,2004,76,FILM EDITING,Walter Murch,Cold Mountain,FALSE
8395,2003,2004,76,FILM EDITING,Jamie Selkirk,The Lord of the Rings: The Return of the King,TRUE
8396,2003,2004,76,FILM EDITING,Lee Smith,Master and Commander: The Far Side of the World,FALSE
