row,year_film,year_ceremony,ceremony,category,name,film,winner
915,1939,1940,12,WRITING (Original Story),Melchior Lengyel,Ninotchka,FALSE
916,1939,1940,12,WRITING (Original Story),Lamar Trotti,Young Mr. Lincoln,FALSE
917,1939,1940,12,WRITING (Screenplay),Sidney Howard,Gone with the Wind,TRUE
918,1939,1940,12,WRITING (Screenplay),"R. C. Sherriff, Claudine West, Eric Maschwitz","Goodbye, Mr. Chips",FALSE
919,1939,1940,12,WRITING (Screenplay),Sidney Buchman,Mr. Smith Goes to Washington,FALSE
920,1939,1940,12,WRITING (Screenplay),"Charles Brackett, Billy Wilder, Walter Reisch",Ninotchka,FALSE
921,1939,1940,12,WRITING (Screenplay),"Charles MacArthur, Ben Hecht",Wuthering Heights,FALSE
922,1939,1940,12,SPECIAL AWARD, Douglas Fairbanks (Commemorative Award) - recognizing the unique and outstanding contribution of Douglas Fairbanks,,TRUE
923,1939,1940,12,SPECIAL AWARD, The Motion Picture Relief Fund - acknowledging the outstanding services to the industry during the past year of the Motion Picture Relief Fund and its progressive leadership.  Presented to Jean Hersholt,,TRUE
924,1939,1940,12,SPECIAL AWARD, Judy Garland for her outstanding performance as a screen juvenile during the past year.,,TRUE
925,1939,1940,12,SPECIAL AWARD, William Cameron Menzies for outstanding achievement in the use of color for the enhancement of dramatic mood in the production of Gone with the Wind.,,TRUE
926,1939,1940,12,SPECIAL AWARD, the Technicolor Company for its contributions in successfully bringing three-color feature production to the screen.,,TRUE
927,1939,1940,12,IRVING G. THALBERG MEMORIAL AWARD,David O. Selznick,,TRUE
928,1940,1941,13,ACTOR,Charles Chaplin,The Great Dictator,FALSE
929,1940,1941,13,ACTOR,Henry Fonda,The Grapes of Wrath,FALSE
930,1940,1941,13,ACTOR,Raymond Massey,Abe Lincoln in Illinois,FALSE
931,1940,1941,13,ACTOR,Laurence Olivier,Rebecca,FALSE
932,1940,1941,13,ACTOR,James Stewart,The Philadelphia Story,TRUE
933,1940,1941,13,ACTOR IN A SUPPORTING ROLE,Albert Basserman,Foreign Correspondent,FALSE
934,1940,1941,13,ACTOR IN A SUPPORTING ROLE,Walter Brennan,The Westerner,TRUE
935,1940,1941,13,ACTOR IN A SUPPORTING ROLE,William Gargan,They Knew What They Wanted,FALSE
936,1940,1941,13,ACTOR IN A SUPPORTING ROLE,Jack Oakie,The Great Dictator,FALSE
937,1940,1941,13,ACTOR IN A SUPPORTING ROLE,James Stephenson,The Letter,FALSE
938,1940,1941,13,ACTRESS,Bette Davis,The Letter,FALSE
939,1940,1941,13,ACTRESS,Joan Fontaine,Rebecca,FALSE
940,1940,1941,13,ACTRESS,Katharine Hepburn,The Philadelphia Story,FALSE
941,1940,1941,13,ACTRESS,Ginger Rogers,Kitty Foyle,TRUE
942,1940,1941,13,ACTRESS,Martha Scott,Our Town,FALSE
943,1940,1941,13,ACTRESS IN A SUPPORTING ROLE,Judith Anderson,Rebecca,FALSE
944,1940,1941,13,ACTRESS IN A SUPPORTING ROLE,Jane Darwell,The Grapes of Wrath,TRUE
945,1940,1941,13,ACTRESS IN A SUPPORTING ROLE,Ruth Hussey,The Philadelphia Story,FALSE
946,1940,1941,13,ACTRESS IN A SUPPORTING ROLE,Barbara O'Neil,"All This, and Heaven Too",FALSE
947,1940,1941,13,ACTRESS IN A SUPPORTING ROLE,Marjorie Rambeau,Primrose Path,FALSE
948,1940,1941,13,ART DIRECTION (Black-and-White),"Hans Dreier, Robert Usher","Arise, My Love",FALSE
949,1940,1941,13,ART DIRECTION (Black-and-White),"Lionel Banks, Robert Peterson",Arizona,FALSE
950,1940,1941,13,ART DIRECTION (Black-and-White),John Otterson,The Boys from Syracuse,FALSE
951,1940,1941,13,ART DIRECTION (Black-and-White),John Victor Mackay,The Dark Command,FALSE
952,1940,1941,13,ART DIRECTION (Black-and-White),Alexander Golitzen,Foreign Correspondent,FALSE
953,1940,1941,13,ART DIRECTION (Black-and-White),"Richard Day, Joseph C. Wright",Lillian Russell,FALSE
954,1940,1941,13,ART DIRECTION (Black-and-White),"Van Nest Polglase, Mark-Lee Kirk",My Favorite Wife,FALSE
955,1940,1941,13,ART DIRECTION (Black-and-White),John DuCasse Schulze,"My Son, My Son!",FALSE
956,1940,1941,13,ART DIRECTION (Black-and-White),Lewis J. Rachmil,Our Town,FALSE
957,1940,1941,13,ART DIRECTION (Black-and-White),"Cedric Gibbons, Paul Groesse",Pride and Prejudice,TRUE
958,1940,1941,13,ART DIRECTION (Black-and-White),Lyle Wheeler,Rebecca,FALSE
959,1940,1941,13,ART DIRECTION (Black-and-White),Anton Grot,The Sea Hawk,FALSE
960,1940,1941,13,ART DIRECTION (Black-and-White),James Basevi,The Westerner,FALSE
961,1940,1941,13,ART DIRECTION (Color),"Cedric Gibbons, John S. Detlie",Bitter Sweet,FALSE
962,1940,1941,13,ART DIRECTION (Color),"Richard Day, Joseph C. Wright",Down Argentine Way,FALSE
963,1940,1941,13,ART DIRECTION (Color),"Hans Dreier, Roland Anderson",North West Mounted Police,FALSE
964,1940,1941,13,ART DIRECTION (Color),Vincent Korda,The Thief of Bagdad,TRUE
965,1940,1941,13,CINEMATOGRAPHY (Black-and-White),James Wong Howe,Abe Lincoln in Illinois,FALSE
966,1940,1941,13,CINEMATOGRAPHY (Black-and-White),Ernest Haller,"All This, and Heaven Too",FALSE
967,1940,1941,13,CINEMATOGRAPHY (Black-and-White),"Charles B. Lang, Jr.","Arise, My Love",FALSE
968,1940,1941,13,CINEMATOGRAPHY (Black-and-White),Harold Rosson,Boom Town,FALSE
969,1940,1941,13,CINEMATOGRAPHY (Black-and-White),Rudolph Maté,Foreign Correspondent,FALSE
970,1940,1941,13,CINEMATOGRAPHY (Black-and-White),Gaetano (Tony) Gaudio,The Letter,FALSE
971,1940,1941,13,CINEMATOGRAPHY (Black-and-White),Gregg Toland,The Long Voyage Home,FALSE
972,1940,1941,13,CINEMATOGRAPHY (Black-and-White),George Barnes,Rebecca,TRUE
973,1940,1941,13,CINEMATOGRAPHY (Black-and-White),Joseph Valentine,Spring Parade,FALSE
974,1940,1941,13,CINEMATOGRAPHY (Black-and-White),Joseph Ruttenberg,Waterloo Bridge,FALSE
975,1940,1941,13,CINEMATOGRAPHY (Color),"Oliver T. Marsh, Allen Davey",Bitter Sweet,FALSE
976,1940,1941,13,CINEMATOGRAPHY (Color),"Arthur Miller, Ray Rennahan",The Blue Bird,FALSE
977,1940,1941,13,CINEMATOGRAPHY (Color),"Leon Shamroy, Ray Rennahan",Down Argentine Way,FALSE
978,1940,1941,13,CINEMATOGRAPHY (Color),"Victor Milner, W. Howard Greene",North West Mounted Police,FALSE
979,1940,1941,13,CINEMATOGRAPHY (Color),"Sidney Wagner, William V. Skall",Northwest Passage,FALSE
980,1940,1941,13,CINEMATOGRAPHY (Color),Georges Périnal,The Thief of Bagdad,TRUE
981,1940,1941,13,DIRECTING,John Ford,The Grapes of Wrath,TRUE
982,1940,1941,13,DIRECTING,Sam Wood,Kitty Foyle,FALSE
983,1940,1941,13,DIRECTING,William Wyler,The Letter,FALSE
984,1940,1941,13,DIRECTING,George Cukor,The Philadelphia Story,FALSE
985,1940,1941,13,DIRECTING,Alfred Hitchcock,Rebecca,FALSE
986,1940,1941,13,FILM EDITING,Robert Simpson,The Grapes of Wrath,FALSE
987,1940,1941,13,FILM EDITING,Warren Low,The Letter,FALSE
988,1940,1941,13,FILM EDITING,Sherman Todd,The Long Voyage Home,FALSE
989,1940,1941,13,FILM EDITING,Anne Bauchens,North West Mounted Police,TRUE
990,1940,1941,13,FILM EDITING,Hal C. Kern,Rebecca,FALSE
991,1940,1941,13,MUSIC (Original Score),Victor Young,Arizona,FALSE
992,1940,1941,13,MUSIC (Original Score),Victor Young,The Dark Command,FALSE
993,1940,1941,13,MUSIC (Original Score),Louis Gruenberg,The Fight for Life,FALSE
994,1940,1941,13,MUSIC (Original Score),Meredith Willson,The Great Dictator,FALSE
995,1940,1941,13,MUSIC (Original Score),Frank Skinner,The House of the Seven Gables,FALSE
996,1940,1941,13,MUSIC (Original Score),Richard Hageman,The Howards of Virginia,FALSE
997,1940,1941,13,MUSIC (Original Score),Max Steiner,The Letter,FALSE
998,1940,1941,13,MUSIC (Original Score),Richard Hageman,The Long Voyage Home,FALSE
999,1940,1941,13,MUSIC (Original Score),Alfred Newman,The Mark of Zorro,FALSE
1000,1940,1941,13,MUSIC (Original Score),Roy Webb,My Favorite Wife,FALSE
1001,1940,1941,13,MUSIC (Original Score),Victor Young,North West Mounted Police,FALSE
1002,1940,1941,13,MUSIC (Original Score),Werner Heymann,One Million B.C.,FALSE
1003,1940,1941,13,MUSIC (Original Score),Aaron Copland,Our Town,FALSE
1004,1940,1941,13,MUSIC (Original Score),"Leigh Harline, Paul J. Smith, Ned Washington",Pinocchio,TRUE
1005,1940,1941,13,MUSIC (Original Score),Franz Waxman,Rebecca,FALSE
1006,1940,1941,13,MUSIC (Original Score),Miklos Rozsa,The Thief of Bagdad,FALSE
1007,1940,1941,13,MUSIC (Original Score),Herbert Stothart,Waterloo Bridge,FALSE
1008,1940,1941,13,MUSIC (Scoring),Victor Young,"Arise, My Love",FALSE
1009,1940,1941,13,MUSIC (Scoring),Cy Feuer,Hit Parade of 1941,FALSE
1010,1940,1941,13,MUSIC (Scoring),Anthony Collins,Irene,FALSE
1011,1940,1941,13,MUSIC (Scoring),Aaron Copland,Our Town,FALSE
1012,1940,1941,13,MUSIC (Scoring),Erich Wolfgang Korngold,The Sea Hawk,FALSE
1013,1940,1941,13,MUSIC (Scoring),Artie Shaw,Second Chorus,FALSE
1014,1940,1941,13,MUSIC (Scoring),Charles Previn,Spring Parade,FALSE
1015,1940,1941,13,MUSIC (Scoring),"Roger Edens, Georgie Stoll",Strike Up the Band,FALSE
1016,1940,1941,13,MUSIC (Scoring),Alfred Newman,Tin Pan Alley,TRUE
1017,1940,1941,13,MUSIC (Song),Music by Harry Warren; Lyrics by Mack Gordon,Down Argentine Way,FALSE
1018,1940,1941,13,MUSIC (Song),Music by Jimmy McHugh; Lyrics by Johnny Mercer,You'll Find Out,FALSE
1019,1940,1941,13,MUSIC (Song),Music and Lyrics by Chet Forrest and Bob Wright,Music in My Heart,FALSE
1020,1940,1941,13,MUSIC (Song),Music by Artie Shaw; Lyrics by Johnny Mercer,Second Chorus,FALSE
1021,1940,1941,13,MUSIC (Song),Music by James Monaco; Lyrics by John Burke,Rhythm on the River,FALSE
1022,1940,1941,13,MUSIC (Song),Music and Lyrics by Roger Edens and Arthur Freed,Strike Up the Band,FALSE
1023,1940,1941,13,MUSIC (Song),Music by Robert Stolz; Lyrics by Gus Kahn,Spring Parade,FALSE
1024,1940,1941,13,MUSIC (Song),Music by Leigh Harline; Lyrics by Ned Washington,Pinocchio,TRUE
1025,1940,1941,13,MUSIC (Song),Music by Jule Styne; Lyrics by Walter Bullock,Hit Parade of 1941,FALSE
1026,1940,1941,13,OUTSTANDING PRODUCTION,Warner Bros.,"All This, and Heaven Too",FALSE
1027,1940,1941,13,OUTSTANDING PRODUCTION,Walter Wanger (production company),Foreign Correspondent,FALSE
1028,1940,1941,13,OUTSTANDING PRODUCTION,20th Century-Fox,The Grapes of Wrath,FALSE
1029,1940,1941,13,OUTSTANDING PRODUCTION,Charles Chaplin Productions,The Great Dictator,FALSE
1030,1940,1941,13,OUTSTANDING PRODUCTION,RKO Radio,Kitty Foyle,FALSE
1031,1940,1941,13,OUTSTANDING PRODUCTION,Warner Bros.,The Letter,FALSE
1032,1940,1941,13,OUTSTANDING PRODUCTION,Argosy-Wanger,The Long Voyage Home,FALSE
1033,1940,1941,13,OUTSTANDING PRODUCTION,Sol Lesser (production company),Our Town,FALSE
1034,1940,1941,13,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Philadelphia Story,FALSE
1035,1940,1941,13,OUTSTANDING PRODUCTION,Selznick International Pictures,Rebecca,TRUE
1036,1940,1941,13,SHORT SUBJECT (Cartoon),Metro-Goldwyn-Mayer,The Milky Way,TRUE
1037,1940,1941,13,SHORT SUBJECT (Cartoon),Metro-Goldwyn-Mayer,Puss Gets the Boot,FALSE
1038,1940,1941,13,SHORT SUBJECT (Cartoon),"Leon Schlesinger, Producer",A Wild Hare,FALSE
1039,1940,1941,13,SHORT SUBJECT (One-reel),Warner Bros.,London Can Take It,FALSE
1040,1940,1941,13,SHORT SUBJECT (One-reel),Metro-Goldwyn-Mayer,More about Nostradamus,FALSE
1041,1940,1941,13,SHORT SUBJECT (One-reel),"Pete Smith, Producer",Quicker 'N a Wink,TRUE
1042,1940,1941,13,SHORT SUBJECT (One-reel),RKO Radio,Siege,FALSE
1043,1940,1941,13,SHORT SUBJECT (Two-reel),Metro-Goldwyn-Mayer,Eyes of the Navy,FALSE
1044,1940,1941,13,SHORT SUBJECT (Two-reel),Warner Bros.,Service with the Colors,FALSE
1045,1940,1941,13,SHORT SUBJECT (Two-reel),Warner Bros.,"Teddy, the Rough Rider",TRUE
1046,1940,1941,13,SOUND RECORDING,"Republic Studio Sound Department, Charles L. Lootens, Sound Director",Behind the News,FALSE
1047,1940,1941,13,SOUND RECORDING,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",Captain Caution,FALSE
1048,1940,1941,13,SOUND RECORDING,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",The Grapes of Wrath,FALSE
1049,1940,1941,13,SOUND RECORDING,"General Service Sound Department, Jack Whitney, Sound Director",The Howards of Virginia,FALSE
1050,1940,1941,13,SOUND RECORDING,"RKO Radio Studio Sound Department, John Aalberg, Sound Director",Kitty Foyle,FALSE
1051,1940,1941,13,SOUND RECORDING,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",North West Mounted Police,FALSE
1052,1940,1941,13,SOUND RECORDING,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director",Our Town,FALSE
1053,1940,1941,13,SOUND RECORDING,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",The Sea Hawk,FALSE
1054,1940,1941,13,SOUND RECORDING,"Universal Studio Sound Department, Bernard B. Brown, Sound Director",Spring Parade,FALSE
1055,1940,1941,13,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Strike Up the Band,TRUE
1056,1940,1941,13,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",Too Many Husbands,FALSE
1057,1940,1941,13,SPECIAL EFFECTS,Photographic Effects by Fred Sersen; Sound Effects by E. H. Hansen,The Blue Bird,FALSE
1058,1940,1941,13,SPECIAL EFFECTS,Photographic Effects by A. Arnold Gillespie; Sound Effects by Douglas Shearer,Boom Town,FALSE
1059,1940,1941,13,SPECIAL EFFECTS,"Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, Joseph Lapis",The Boys from Syracuse,FALSE
1060,1940,1941,13,SPECIAL EFFECTS,"Photographic Effects by Gordon Jennings, Farciot Edouart",Dr. Cyclops,FALSE
1061,1940,1941,13,SPECIAL EFFECTS,Photographic Effects by Paul Eagler; Sound Effects by Thomas T. Moulton,Foreign Correspondent,FALSE
1062,1940,1941,13,SPECIAL EFFECTS,"Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, William Hedgecock",The Invisible Man Returns,FALSE
1063,1940,1941,13,SPECIAL EFFECTS,"Photographic Effects by R. T. Layton, R. O. Binger; Sound Effects by Thomas T. Moulton",The Long Voyage Home,FALSE
1064,1940,1941,13,SPECIAL EFFECTS,Photographic Effects by Roy Seawright; Sound Effects by Elmer Raguse,One Million B.C.,FALSE
1065,1940,1941,13,SPECIAL EFFECTS,Photographic Effects by Jack Cosgrove; Sound Effects by Arthur Johns,Rebecca,FALSE
1066,1940,1941,13,SPECIAL EFFECTS,Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson,The Sea Hawk,FALSE
1067,1940,1941,13,SPECIAL EFFECTS,Photographic Effects by Vernon L. Walker; Sound Effects by John O. Aalberg,Swiss Family Robinson,FALSE
1068,1940,1941,13,SPECIAL EFFECTS,Photographic Effects by Lawrence Butler; Sound Effects by Jack Whitney,The Thief of Bagdad,TRUE
1069,1940,1941,13,SPECIAL EFFECTS,"Photographic Effects by Farciot Edouart, Gordon Jennings; Sound Effects by Loren Ryder",Typhoon,FALSE
1070,1940,1941,13,SPECIAL EFFECTS,"Photographic Effects by Howard J. Lydecker, William Bradford, Ellis J. Thackery; Sound Effects by Herbert Norsch",Women in War,FALSE
1071,1940,1941,13,WRITING (Original Screenplay),Ben Hecht,Angels over Broadway,FALSE
1072,1940,1941,13,WRITING (Original Screenplay),"John Huston, Heinz Herald, Norman Burnside",Dr. Ehrlich's Magic Bullet,FALSE
1073,1940,1941,13,WRITING (Original Screenplay),"Charles Bennett, Joan Harrison",Foreign Correspondent,FALSE
1074,1940,1941,13,WRITING (Original Screenplay),Charles Chaplin,The Great Dictator,FALSE
1075,1940,1941,13,WRITING (Original Screenplay),Preston Sturges,The Great McGinty,TRUE
1076,1940,1941,13,WRITING (Original Story),"Benjamin Glazer, John S. Toldy","Arise, My Love",TRUE
1077,1940,1941,13,WRITING (Original Story),Walter Reisch,Comrade X,FALSE
1078,1940,1941,13,WRITING (Original Story),"Dore Schary, Hugo Butler","Edison, the Man",FALSE
1079,1940,1941,13,WRITING (Original Story),"Bella Spewack, Samuel Spewack, Leo McCarey",My Favorite Wife,FALSE
1080,1940,1941,13,WRITING (Original Story),Stuart N. Lake,The Westerner,FALSE
1081,1940,1941,13,WRITING (Screenplay),Nunnally Johnson,The Grapes of Wrath,FALSE
1082,1940,1941,13,WRITING (Screenplay),Dalton Trumbo,Kitty Foyle,FALSE
1083,1940,1941,13,WRITING (Screenplay),Dudley Nichols,The Long Voyage Home,FALSE
1084,1940,1941,13,WRITING (Screenplay),Donald Ogden Stewart,The Philadelphia Story,TRUE
1085,1940,1941,13,WRITING (Screenplay),"Robert E. Sherwood, Joan Harrison",Rebecca,FALSE
1086,1940,1941,13,SPECIAL AWARD, Bob Hope,,TRUE
1087,1940,1941,13,SPECIAL AWARD, Colonel Nathan Levinson for his outstanding service to the industry and the Army during the past nine years,,TRUE
1088,1941,1942,14,ACTOR,Gary Cooper,Sergeant York,TRUE
1089,1941,1942,14,ACTOR,Cary Grant,Penny Serenade,FALSE
1090,1941,1942,14,ACTOR,Walter Huston,All That Money Can Buy,FALSE
1091,1941,1942,14,ACTOR,Robert Montgomery,Here Comes Mr. Jordan,FALSE
1092,1941,1942,14,ACTOR,Orson Welles,Citizen Kane,FALSE
1093,1941,1942,14,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Sergeant York,FALSE
1094,1941,1942,14,ACTOR IN A SUPPORTING ROLE,Charles Coburn,The Devil and Miss Jones,FALSE
1095,1941,1942,14,ACTOR IN A SUPPORTING ROLE,Donald Crisp,How Green Was My Valley,TRUE
1096,1941,1942,14,ACTOR IN A SUPPORTING ROLE,James Gleason,Here Comes Mr. Jordan,FALSE
1097,1941,1942,14,ACTOR IN A SUPPORTING ROLE,Sydney Greenstreet,The Maltese Falcon,FALSE
1098,1941,1942,14,ACTRESS,Bette Davis,The Little Foxes,FALSE
1099,1941,1942,14,ACTRESS,Olivia de Havilland,Hold Back the Dawn,FALSE
1100,1941,1942,14,ACTRESS,Joan Fontaine,Suspicion,TRUE
1101,1941,1942,14,ACTRESS,Greer Garson,Blossoms in the Dust,FALSE
1102,1941,1942,14,ACTRESS,Barbara Stanwyck,Ball of Fire,FALSE
1103,1941,1942,14,ACTRESS IN A SUPPORTING ROLE,Sara Allgood,How Green Was My Valley,FALSE
1104,1941,1942,14,ACTRESS IN A SUPPORTING ROLE,Mary Astor,The Great Lie,TRUE
1105,1941,1942,14,ACTRESS IN A SUPPORTING ROLE,Patricia Collinge,The Little Foxes,FALSE
1106,1941,1942,14,ACTRESS IN A SUPPORTING ROLE,Teresa Wright,The Little Foxes,FALSE
1107,1941,1942,14,ACTRESS IN A SUPPORTING ROLE,Margaret Wycherly,Sergeant York,FALSE
1108,1941,1942,14,ART DIRECTION (Black-and-White),"Art Direction:  Perry Ferguson, Van Nest Polglase;  Interior Decoration:  Al Fields, Darrell Silvera",Citizen Kane,FALSE
1109,1941,1942,14,ART DIRECTION (Black-and-White),"Art Direction:  Martin Obzina, Jack Otterson;  Interior Decoration:  Russell A. Gausman",The Flame of New Orleans,FALSE
1110,1941,1942,14,ART DIRECTION (Black-and-White),"Art Direction:  Hans Dreier, Robert Usher;  Interior Decoration:  Sam Comer",Hold Back the Dawn,FALSE
1111,1941,1942,14,ART DIRECTION (Black-and-White),"Art Direction:  Richard Day, Nathan Juran;  Interior Decoration:  Thomas Little",How Green Was My Valley,TRUE
1112,1941,1942,14,ART DIRECTION (Black-and-White),Art Direction:  Lionel Banks;  Interior Decoration:  George Montgomery,Ladies in Retirement,FALSE
1113,1941,1942,14,ART DIRECTION (Black-and-White),Art Direction:  Stephen Goosson;  Interior Decoration:  Howard Bristol,The Little Foxes,FALSE
1114,1941,1942,14,ART DIRECTION (Black-and-White),Art Direction:  John Hughes;  Interior Decoration:  Fred MacLean,Sergeant York,FALSE
1115,1941,1942,14,ART DIRECTION (Black-and-White),Sis Hopkins,Sis Hopkins,FALSE
1116,1941,1942,14,ART DIRECTION (Black-and-White),Art Direction:  John DuCasse Schulze;  Interior Decoration:  Edward G. Boyle,The Son of Monte Cristo,FALSE
1117,1941,1942,14,ART DIRECTION (Black-and-White),Art Direction:  Alexander Golitzen;  Interior Decoration:  Richard Irvine,Sundown,FALSE
1118,1941,1942,14,ART DIRECTION (Black-and-White),Art Direction:  Vincent Korda;  Interior Decoration:  Julia Heron,That Hamilton Woman,FALSE
1119,1941,1942,14,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Randall Duell;  Interior Decoration:  Edwin B. Willis",When Ladies Meet,FALSE
1120,1941,1942,14,ART DIRECTION (Color),"Art Direction:  Richard Day, Joseph C. Wright;  Interior Decoration:  Thomas Little",Blood and Sand,FALSE
1121,1941,1942,14,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Urie McCleary;  Interior Decoration:  Edwin B. Willis",Blossoms in the Dust,TRUE
1122,1941,1942,14,ART DIRECTION (Color),Art Direction:  Raoul Pene du Bois;  Interior Decoration:  Stephen A. Seymour,Louisiana Purchase,FALSE
1123,1941,1942,14,CINEMATOGRAPHY (Black-and-White),Karl Freund,The Chocolate Soldier,FALSE
1124,1941,1942,14,CINEMATOGRAPHY (Black-and-White),Gregg Toland,Citizen Kane,FALSE
1125,1941,1942,14,CINEMATOGRAPHY (Black-and-White),Joseph Ruttenberg,Dr. Jekyll and Mr. Hyde,FALSE
1126,1941,1942,14,CINEMATOGRAPHY (Black-and-White),Joseph Walker,Here Comes Mr. Jordan,FALSE
1127,1941,1942,14,CINEMATOGRAPHY (Black-and-White),Leo Tover,Hold Back the Dawn,FALSE
1128,1941,1942,14,CINEMATOGRAPHY (Black-and-White),Arthur Miller,How Green Was My Valley,TRUE
1129,1941,1942,14,CINEMATOGRAPHY (Black-and-White),Sol Polito,Sergeant York,FALSE
1130,1941,1942,14,CINEMATOGRAPHY (Black-and-White),Edward Cronjager,Sun Valley Serenade,FALSE
1131,1941,1942,14,CINEMATOGRAPHY (Black-and-White),Charles Lang,Sundown,FALSE
1132,1941,1942,14,CINEMATOGRAPHY (Black-and-White),Rudolph Maté,That Hamilton Woman,FALSE
1133,1941,1942,14,CINEMATOGRAPHY (Color),"Wilfred M. Cline, Karl Struss, William Snyder",Aloma of the South Seas,FALSE
1134,1941,1942,14,CINEMATOGRAPHY (Color),"William V. Skall, Leonard Smith",Billy the Kid,FALSE
1135,1941,1942,14,CINEMATOGRAPHY (Color),"Ernest Palmer, Ray Rennahan",Blood and Sand,TRUE
1136,1941,1942,14,CINEMATOGRAPHY (Color),"Karl Freund, W. Howard Greene",Blossoms in the Dust,FALSE
1137,1941,1942,14,CINEMATOGRAPHY (Color),Bert Glennon,Dive Bomber,FALSE
1138,1941,1942,14,CINEMATOGRAPHY (Color),"Harry Hallenberger, Ray Rennahan",Louisiana Purchase,FALSE
1139,1941,1942,14,DIRECTING,Orson Welles,Citizen Kane,FALSE
1140,1941,1942,14,DIRECTING,Alexander Hall,Here Comes Mr. Jordan,FALSE
1141,1941,1942,14,DIRECTING,John Ford,How Green Was My Valley,TRUE
1142,1941,1942,14,DIRECTING,William Wyler,The Little Foxes,FALSE
1143,1941,1942,14,DIRECTING,Howard Hawks,Sergeant York,FALSE
1144,1941,1942,14,DOCUMENTARY (Short Subject),Film Associates,Adventure in the Bronx,FALSE
1145,1941,1942,14,DOCUMENTARY (Short Subject),United States Office for Emergency Management Film Unit,Bomber,FALSE
1146,1941,1942,14,DOCUMENTARY (Short Subject),British Ministry of Information,Christmas under Fire,FALSE
1147,1941,1942,14,DOCUMENTARY (Short Subject),National Film Board of Canada,Churchill's Island,TRUE
1148,1941,1942,14,DOCUMENTARY (Short Subject),British Ministry of Information,Letter from Home,FALSE
1149,1941,1942,14,DOCUMENTARY (Short Subject),"Truman Talley, Producer",Life of a Thoroughbred,FALSE
1150,1941,1942,14,DOCUMENTARY (Short Subject),The March of Time,Norway in Revolt,FALSE
1151,1941,1942,14,DOCUMENTARY (Short Subject),Philadelphia Housing Association,A Place to Live,FALSE
1152,1941,1942,14,DOCUMENTARY (Short Subject),Amkino,Russian Soil,FALSE
1153,1941,1942,14,DOCUMENTARY (Short Subject),"Truman Talley, Producer",Soldiers of the Sky,FALSE
1154,1941,1942,14,DOCUMENTARY (Short Subject),National Film Board of Canada,War Clouds in the Pacific,FALSE
1155,1941,1942,14,FILM EDITING,Robert Wise,Citizen Kane,FALSE
1156,1941,1942,14,FILM EDITING,Harold F. Kress,Dr. Jekyll and Mr. Hyde,FALSE
1157,1941,1942,14,FILM EDITING,James B. Clark,How Green Was My Valley,FALSE
1158,1941,1942,14,FILM EDITING,Daniel Mandell,The Little Foxes,FALSE
1159,1941,1942,14,FILM EDITING,William Holmes,Sergeant York,TRUE
1160,1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Bernard Herrmann,All That Money Can Buy,TRUE
1161,1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Frank Skinner,Back Street,FALSE
1162,1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Alfred Newman,Ball of Fire,FALSE
1163,1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Edward Ward,Cheers for Miss Bishop,FALSE
1164,1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Bernard Herrmann,Citizen Kane,FALSE
1165,1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Franz Waxman,Dr. Jekyll and Mr. Hyde,FALSE
1166,1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Victor Young,Hold Back the Dawn,FALSE
1167,1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Alfred Newman,How Green Was My Valley,FALSE
1168,1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Edward Kay,King of the Zombies,FALSE
1169,1941,1942,14,MUSIC (Music Score of a Dramatic Picture),"Morris Stoloff, Ernst Toch",Ladies in Retirement,FALSE
1170,1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Meredith Willson,The Little Foxes,FALSE
1171,1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Miklos Rozsa,Lydia,FALSE
1172,1941,1942,14,MUSIC (Music Score of a Dramatic Picture),"Cy Feuer, Walter Scharf",Mercy Island,FALSE
1173,1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Max Steiner,Sergeant York,FALSE
1174,1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Louis Gruenberg,So Ends Our Night,FALSE
